Pour. Ainsi pas de différence de classe sociale ! Tout le monde sur le même pied d'égalité.
Pour l’uniforme (souvenirs de mon enfance à ste marie tout le monde égal)
Je suis pour l uniforme c est une bonne chose les jeunes n ont aucune tenue à l école
Pour   à mon époque blouse obligatoire
J espère qu’elles auront une belle tenue sympa ….
Pour!
Il faut bien qu elle trouve quelque chose pour gagner des sous
sylvie tellier ,,,??? encore une pseudo star sortie d'une serie de france tèlèvision ?? perso je connais pas.. ...
Pour ainsi tout le monde sur le même  pied d égalité
pour Tous les enfants même mater, primaire, lycée collège , fini les enfants qui n'ont pas tel ou tel marque
Pour. Ainsi pas de différence de classe sociale ! Tout le monde sur le même pied d'égalité.
Pour l’uniforme (souvenirs de mon enfance à ste marie tout le monde égal)
Je suis pour l uniforme c est une bonne chose les jeunes n ont aucune tenue à l école
Pour   à mon époque blouse obligatoire
J espère qu’elles auront une belle tenue sympa ….
Pour!
Il faut bien qu elle trouve quelque chose pour gagner des sous
sylvie tellier ,,,??? encore une pseudo star sortie d'une serie de france tèlèvision ?? perso je connais pas.. ...
Pour ainsi tout le monde sur le même  pied d égalité
pour Tous les enfants même mater, primaire, lycée collège , fini les enfants qui n'ont pas tel ou tel marque
Pour à 100%… Les enfants seraient tous égaux et cela donne un cadre dans l’attitude et l’éducation
Pour l'uniforme et les coups de martinet à l'ancienne
Je suis pour l uniforme cela est mieux pour l Education à Londres cela est parfait et tous les enfants sont Egaux
Contre
Pour !!! Tout le monde pareil pas de différence sociale et puis au moins ils bousillés pas les belles fringues qu’on peut leur acheter!
Absolument pour  Ma fille porte l’uniforme depuis des années et c’est très bien  De mon côté et du sien également Extrêmement pratique
"oui pourquoi pas, comme ça tout le monde pareil ; et les 'beaux vêtements' pour le we et les sorties ?"
Pour à
contre je ne veux pas que mon ado se retrouve avec une jupe plissée mémère façon bonne soeur. il faut vivre avec son époque.
Pour!! égalité… pas de différences..
et pantalons chemises pour les garçons. Mais bon devoir habiller les enfants de la même façon et empêcher une part de la personnalité pour donner un semblant d'égalité c'est pas le meilleur. Il faudrait trouver d'autres solutions
Pour
Contre elle est où la liberté même s habillé on a plus le choix
Pour à mille pour cent
Pour comme dans le monde du travail on porte une tenue pour certains métiers en plus moins de dépense pour s habiller ecolo
Plutôt pour un uniforme donné par l'école à chaque rentrée cela effacerait peut-être les différences sociales (même si j'y crois peu ....)
Non
Pour
moi je suis aussi pour l’uniforme pour les profs !!!!!! comment demander aux élèves une certaine tenue vestimentaire quand certains arrivent en tongs ? oh ca va raler ,mais c’est la verite . pas pour tous certes mais les autres paient pour cela dsl
Pour sans hésitation !
Pour l'uniforme tout le monde égal
s sans uniforme et ça depuis pratiquement une 20aine d'années.
L'uniforme c'est l'égalité chez les gosses de riches.
68 ...il est interdit d’interdire...
Blouse obligatoire en1961 Cp.chacun mettait la blouse qu il voulait
Oui, c’est plus uniforme
Égalité pour tout le monde
Moi je l aime bien
Charlie DC
Pour l'uniforme tout le monde pareil pas de jaloux.
Charlie DC
Pour l'uniforme tout le monde pareil pas de jaloux.
Pour
J'aurais adoré avoir l'uniforme il y a 25ans
Dans les Pays Asiatiques et aussi en Afrique…et dans beaucoup de pays du monde, uniforme pour tous le monde et les enfants en sont très fiers
Pour
POUR .
Bonjour, je suis pour,
De mon époque 1 semaines blouse rose la semaine d'après bleue. Obligatoire pas de maquillage pas vernis tenue correcte
Pour car tous les parents ne peuvent pas acheter des tenues de marque à leurs enfants . Pas de différences
"pour. ""de mon temps"" il y avait obligation d'avoir une blouse d'une couleur imposée pour toutes"
Pour un uniforme à l'école pratique, élégant et pas trop cher.  Plein le pétrus de ces étudiant(e)s qui organisent la ségrégation avec les vêtements de marque (chers) et qui après gueulent contre la société de consommation sur internet !
Mes filles l’ont depuis 4 ans elles ne s’en plaignent pas . Et c’est pas plus mal
Moi je suis pour l’uniforme à l’école j’ai vécu à Londres pendant neuf ans et tous les écoles là-bas ont leur uniforme et je trouve ça très beau  Et tous les enfants sont égaux
Je me souviens dans les années 1975 blouses rose à carreaux blanc 1 semaines la semaine d'après blouses bleu à carreaux blanc pour les filles
je suis pour l'uniforme!
Je dirais « pour »
Pour
Je suis entièrement d accord, plus de différence envers ces petits loulous
! Pour
Pour
..... Pour....
Parler des masques pour les enfants serait un sujet bien plus urgent vous ne pensez pas ?
Contre ils peuvent s’habiller comme ils veulent
Plus de marques ostentatoires ...
Nous la blouse !!!! On en est pas mort !!!!
En Guyane c'est bleu en bas (jean, bermuda, jupe au choix de chacun... souvent des jeans pour tous) et chaque collège/école a sa couleur pour le haut.  Des Tshirts parce qu'il fait chaud, mais on peut imaginer des sweat... Peu cher et tout à fait accepté.
Pour
Pour !
Si l’état les paie les uniformes c’est bien:Tous pareils.
D apres jean pascal son titre elle l a eu grâce à une magouille Donc qu elle mette en veilleuse
